source_id,rq_id,field,lane_1_value,lane_2_value,resolution,human_confirmation
FRV2-F-016,RQ-E,actual_interval_hours,Design-specific,Design-specific,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,outcome_domain,PROCESS_FIDELITY;STOP_REASONS;WITHDRAWAL;ADVERSE_EVENT_REPORTING;RAW_DATA,PROCESS_FIDELITY;STOP_REASONS;WITHDRAWAL;ADVERSE_EVENT_REPORTING;RAW_DATA,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,outcome_measure,Completion; stop reason; process event; procedural fidelity; adverse events; limitations,Completion; stop reason; process event; procedural fidelity; adverse events; limitations,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,instrument_protocol,Delphi/consensus reporting guideline; current pilot borrows process fields without becoming a SCED,Delphi/consensus reporting guideline; current pilot borrows process fields without becoming a SCED,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,time_horizon,DESIGN_SPECIFIC,DESIGN_SPECIFIC,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,time_points,Repeated observations and phase events in a future SCED,Repeated observations and phase events in a future SCED,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,missingness,Missing raw data and stop reasons must be explicit,Missing raw data and stop reasons must be explicit,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,adverse_events,"Adverse events are reporting fields, not evidence that current pilot establishes safety","Adverse events are reporting fields, not evidence that current pilot establishes safety",NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,effect_estimate,Reporting guidance; no causal effect estimate,Reporting guidance; no causal effect estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,uncertainty,Multiple journal versions; identifiers refer to linked PMC version,Multiple journal versions; identifiers refer to linked PMC version,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,individual_response,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-F-016,RQ-E,limitations,"Not a conduct standard or causal validation; later SCED requires stable version, carryover/trend/autocorrelation analysis and replication","Not a conduct standard or causal validation; later SCED requires stable version, carryover/trend/autocorrelation analysis and replication",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,intervention,Clinical review of overuse injury overtraining and burnout in young athletes,"AAP clinical report on overuse, overtraining and burnout",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,comparator,No prediction-model comparator,"Clinician evaluation, counselling and individual circumstances",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,component_dose,Repetitive stress and recovery considered at individual clinical level,"Repetitive stress and insufficient recovery; pain/function trajectory; sleep, fatigue and mood concerns",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,outcome_domain,PAIN;FUNCTION;OVERUSE_CONCERN;HUMAN_HANDOFF,PAIN;FUNCTION;OVERUSE_CONCERN;CLINICAL_HANDOFF,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,outcome_measure,Progression of pain after activity during activity with limitation and at rest; sleep fatigue and mood concerns,Current pain; functional limitation; persistent sleep/fatigue/mood concern; suspected overuse,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,instrument_protocol,AAP clinical report; clinical assessment remains with qualified professionals,"Clinical report: explicit concern is a structured HUMAN_REVIEW_REQUIRED input; product does not classify pain, diagnose overtraining, prescribe rest or clear participation",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,time_points,SYMPTOM_AND_CLINICAL_CONTEXT_SPECIFIC,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,missingness,NOT_APPLICABLE,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,adverse_events,Overuse injuries and burnout are clinical outcomes; no product adverse-event rate,"Bone, muscle and tendon overuse injury discussed; no product AE rate",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,effect_estimate,Any explicit current pain functional limitation or suspected overuse concern supports candidate suppression and clinical review,Repetitive stress without sufficient recovery can produce overuse injury; pain may progress in timing and limitation,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,uncertainty,Individual variation emphasized; no validated software threshold,Guidance is not a validated prediction model or exclusive standard of care,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,individual_response,NOT_REPORTED,Individual variation emphasized,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-002,RQ-G,limitations,Clinical guidance rather than prediction model; not runner-only; cannot diagnose overtraining classify benign pain prescribe rest or establish safety,"Not runner-specific; no automated symptom interpretation, safety probability, readiness or 9.5-day validation",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,intervention,Updated Female Athlete Triad state-of-science model,Female Athlete Triad state-of-science consensus with new adolescent model,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,comparator,Earlier Triad model and broader RED-S construct context,Clinical measurement and interpretation by qualified human,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,component_dose,Energy deficiency reproductive function bone health and bone-stress injury integrated clinically,Energy deficiency; reproductive function; bone health; bone stress injury; optional explicit health concern,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,outcome_domain,CLINICAL_CONCERN_BOUNDARY;BONE_HEALTH,SEX_SPECIFIC_EVIDENCE;BONE_HEALTH;CLINICAL_HANDOFF,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,outcome_measure,Energy-deficiency reproductive-function bone-health and bone-stress-injury domains; uncertainty of recovery,Adolescent model components and uncertainty about complete bone-health recovery,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,instrument_protocol,Consensus and state-of-science review requiring clinical measurement and interpretation,"Consensus boundary: sex-specific evidence is retained but only explicit privacy-reviewed concern routes to human; no inference from sex, weight, pace or note text",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,time_points,CLINICAL_CONTEXT_SPECIFIC,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,missingness,NOT_APPLICABLE,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,adverse_events,Bone-stress injury is a clinical outcome; adverse events not synthesized for product use,Bone stress injury incorporated; no consumer adverse-event estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,effect_estimate,Sex-specific evidence supports an optional structured concern route but no automated label score or restriction,"Model links energy deficiency, reproductive function and bone health; effect estimate not extracted",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,uncertainty,Complete bone-health recovery remains uncertain; evidence is construct- and measure-dependent,Complete bone-health recovery uncertain; clinical measurement required,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,individual_response,NOT_REPORTED,Individual clinical interpretation required,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-006,RQ-G,limitations,Female-specific clinical construct; no product validation; cannot infer concern from sex weight pace training data or private-note text,"Female-specific construct; no sex-based score, restriction, diagnosis, readiness or product safety inference",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,intervention,Clinical screening diagnosis treatment and return-to-play consensus guidance,Female Athlete Triad clinical consensus guideline,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,comparator,Prior threshold-oriented approaches,"Multidisciplinary clinical screening, diagnosis, treatment and return-to-play",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,component_dose,Multidisciplinary clinical assessment; no universal single energy-availability threshold,Clinical measures and categories; no universal energy-availability threshold,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,outcome_domain,CLINICAL_HANDOFF;RETURN_TO_PLAY_NON_CLAIM,CLINICAL_HANDOFF;RETURN_TO_PLAY_NON_AUTOMATION;PREFER_NOT_TO_ANSWER,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,outcome_measure,Clinical screening diagnosis treatment and participation decisions,Explicit health concern or unresolved required field; multidisciplinary management,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,instrument_protocol,Consensus guideline dependent on medical data and multidisciplinary interpretation,"Guideline boundary: concern, prefer-not-answer or incompatible required record is fail-closed for candidate and routes to qualified human; no threshold, point system, menstrual/body-mass rule or return-to-play automation",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,time_points,CLINICAL_CONTEXT_SPECIFIC,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,missingness,Unanswered required structured concern is unresolved rather than negative,Unresolved required response remains unresolved; no adverse inference from silence,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,adverse_events,Clinical outcomes discussed; no product adverse-event rate,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,effect_estimate,Explicit concern or unresolved required answer may suppress a candidate and route to a human; no threshold point system or return-to-play automation,Clinical functions assigned to humans; no product effect estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,uncertainty,Clinical risk categories are not consumer-software validated and no universal threshold applies,No single universal energy-availability threshold; consumer validation absent,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,individual_response,NOT_REPORTED,Individual multidisciplinary assessment required,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-007,RQ-G,limitations,Female-specific and medical-data dependent; no automated menstrual body-mass energy or return-to-play rule; no safety or readiness inference,"Female-specific and medical-data dependent; no diagnosis, readiness, safety or automated clearance",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,intervention,Male Athlete Triad clinical consensus,Male Athlete Triad clinical consensus guideline,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,comparator,Assumption that male sex is protective,Multidisciplinary medical team assessment,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,component_dose,Multidisciplinary screening diagnosis treatment and return-to-play framework,Energy deficiency; reproductive-axis suppression; bone health; explicit relevant concern,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,outcome_domain,CLINICAL_CONCERN_BOUNDARY;BONE_HEALTH,SEX_INCLUSIVE_HANDOFF;CLINICAL_ASSESSMENT;RETURN_TO_PLAY_NON_AUTOMATION,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,outcome_measure,Energy deficiency reproductive-axis suppression impaired bone health and participation decisions,Male-specific evidence and multidisciplinary screening/diagnosis/return-to-play boundary,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,instrument_protocol,Abstract-limited coalition consensus,Consensus boundary: same non-diagnostic structured concern and qualified-human route for every athlete; male sex never clears or protects,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,time_points,CLINICAL_CONTEXT_SPECIFIC,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,missingness,Full-text details not available in this lane,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,adverse_events,Clinical outcomes discussed; adverse-event frequencies not available,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,effect_estimate,Male athletes can experience the Triad domains; the same non-diagnostic concern and referral path applies across sexes,Clinical association and management consensus; no product effect estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,uncertainty,Smaller male evidence base and consensus extrapolation; no validated youth-running classifier,Smaller male evidence base; abstract only; consensus extrapolation,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,individual_response,NOT_REPORTED,Individual medical assessment required,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-008,RQ-G,limitations,Abstract-only; cannot automate screening diagnosis score or return-to-play; sex cannot clear or restrict a candidate,"No youth-running software validation, diagnosis, risk score, readiness or automated return-to-play",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,intervention,Age-banded regular sleep-duration consensus,AASM pediatric sleep-duration consensus,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,comparator,No athlete-session clearance comparator,Modified RAND consensus and human evaluation for persistent concern,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,component_dose,Ages 6-12: 9-12 hours regularly; ages 13-18: 8-10 hours regularly,Regular sleep duration recommendations by age band,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,outcome_domain,GENERAL_SLEEP_GUIDANCE;NON_READINESS_BOUNDARY,SLEEP_CONTEXT;PERSISTENT_CONCERN_HANDOFF;READINESS_NON_INFERENCE,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,outcome_measure,Regular sleep duration associated with general health,Recommended regular sleep duration; persistent sleep concern; single-night limitation,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,instrument_protocol,Modified RAND consensus process,Consensus boundary: regular or persistent concern may route to guardian/coach/health professional; one night's hours cannot medically block or clear a session and no readiness score is generated,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,time_horizon,REGULAR_SLEEP,REGULAR_SLEEP_PATTERN,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,time_points,AGE_BAND_RECOMMENDATIONS,Age-band regular duration,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,missingness,NOT_APPLICABLE,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,adverse_events,NOT_APPLICABLE,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,effect_estimate,Consensus ranges support general health only; persistent concern may route to a human,9-12 hours for ages 6-12 and 8-10 hours for ages 13-18,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,uncertainty,Consensus recommendations are not athlete injury recovery or session-clearance thresholds,"General-health recommendations are not athlete injury, recovery or clearance thresholds",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,individual_response,NOT_REPORTED,Individual sleep needs not converted to product score,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-009,RQ-G,limitations,General paediatric rather than athlete evidence; one night cannot become injury prediction readiness medical stop or clearance,"Not athlete-specific; no single-night injury prediction, diagnosis, recovery, readiness or 9.5-day safety inference",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-010,RQ-G,population,Athletes with acute respiratory infection,Athletes with acute respiratory infection; youth directness low,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-010,RQ-G,intervention,IOC clinical assessment and return-to-sport framework,IOC clinical consensus on acute respiratory infection,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-010,RQ-G,comparator,Consumer symptom checker or elapsed-time clearance,Sport and exercise medicine clinician assessment,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-010,RQ-G,component_dose,Infection severity athlete health risk activity risk and symptom monitoring considered clinically,Explicit current illness concern; fever/chills; chest pain; breathing difficulty; fainting; severe/unusual fatigue,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-010,RQ-G,outcome_domain,ILLNESS_CONCERN;CLINICAL_HANDOFF,ILLNESS_CONCERN;CLINICAL_HANDOFF;RETURN_TO_SPORT_NON_AUTOMATION,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-010,RQ-G,outcome_measure,Current illness; fever or chills; chest pain; breathing difficulty; fainting; severe or unusual fatigue,"Infection severity, athlete health risk, activity risk and symptom monitoring as clinician functions",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-010,RQ-G,instrument_protocol,Abstract and accessible publisher sections of IOC consensus; clinician-led assessment,"Consensus boundary: any explicit illness concern or unresolved required item suppresses candidate and routes to qualified care; product does not diagnose infection, grade severity or run a return-to-sport algorithm",NOT_VERIFIED,PENDING_HUMAN
FRV2-G-010,RQ-G,time_points,ONGOING_SYMPTOM_MONITORING,Current symptoms and clinician follow-up,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-010,RQ-G,missingness,Full-text detail limited in this extraction lane,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-G-010,RQ-G,adverse_events,Clinical illness outcomes discussed; no product adverse-event rate,Acute respiratory illness is source domain; no product AE rate,NOT_VERIFIED,PENDING_HUMAN
